Brand,Bike Model,Model Year,Price (Rs),City,State,Brand_Origin,Model_Type,Finance_Available(Yes/No)
Bajaj,Bajaj Pulsar 150 DTSi,2012,35000,Darbhanga, Bihar,India,Commuter,Yes
Jawa,Jawa forty two BS6,2022,145000,Ambala, Haryana,Czech Republic,Commuter,Yes
TVS,TVS Raider Split Seat,2024,90000,Gorakhpur, Uttar Pradesh,India,Commuter,Yes
Honda,Honda CB350 DLX Pro,2023,210000,Mangalore, Karnataka,Japan,Commuter,Yes
Hero,Hero HF Deluxe,2019,25000,Agra, Uttar Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2019,260000,Bangalore, Karnataka,India,Sports,Yes
Honda,Honda CB Unicorn,2014,45000,Bangalore, Karnataka,Japan,Commuter,Yes
Hero,Hero Glamour BS6,2022,75000,Kolkata, West Bengal,India,Commuter,Yes
Suzuki,Suzuki Swish,2017,35000,Bangalore, Karnataka,Japan,Commuter,Yes
KTM,KTM 250 Adventure 2021,2021,140000,Warangal, Telangana,Austria,Adventure,Yes
Jawa,Jawa 42 Dual Channel ABS AllStar Black,2021,120000,New Delhi, Delhi,Czech Republic,Commuter,Yes
Bajaj,Bajaj Pulsar N150,2023,140000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda Hness Anniversary Edition,2022,180000,Pune, Maharashtra,Japan,Sports,Yes
TVS,TVS Apache RTR 180,2018,60000,Hamirpur, Himachal Pradesh,India,Commuter,Yes
Hero,Hero Glamour 125 Disc,2021,55000,Bargarh, Orissa,India,Commuter,Yes
Yamaha,Yamaha R15 V4,2023,150000,Aurangabad, Maharashtra,Japan,Sports,Yes
Yamaha,Yamaha FZ-S FI V3 BS6,2021,80000,Hyderabad, Telangana,Japan,Commuter,Yes
Kawasaki,Kawasaki Z250,2015,135000,Chengalpattu, Tamil Nadu,Japan,Commuter,Yes
Arrow EV,Arrow EV Vespar Round Light,2012,20000,Pune, Maharashtra,India,Sports,Yes
Hero,Hero Achiever,2019,51990,Kota, Rajasthan,India,Electric,Yes
TVS,TVS NTORQ 125 Race XP,2023,60000,Hyderabad, Telangana,India,Sports,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2016,90000,Indore, Madhya Pradesh,India,Commuter,Yes
TVS,TVS Apache RTR 160 4V BS6,2022,95000,Gonda, Uttar Pradesh,India,Commuter,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2020,225000,Bangalore, Karnataka,India,Sports,Yes
TVS,TVS NTORQ 125,2022,60000,Shahdara, Delhi,India,Scooter,Yes
Yamaha,Yamaha FZ25,2018,50000,Mumbai, Maharashtra,Japan,Commuter,Yes
BMW,BMW G 310 RR,2023,260000,Bhubaneshwar, Orissa,Germany,Sports,Yes
Hero,Hero Pleasure Plus Platinum,2021,48000,Ghaziabad, Uttar Pradesh,India,Scooter,Yes
Yezdi,Yezdi Roadster Dark,2022,200000,Sikar, Rajasthan,India,Cruiser,Yes
Royal Enfield,Royal Enfield Bullet Electra Twinspark,2015,85500,Mumbai, Maharashtra,India,Cruiser,Yes
Royal Enfield,Royal Enfield Meteor 350 Stellar,2023,175000,Chennai, Tamil Nadu,India,Cruiser,Yes
TVS,TVS Apache RTR 200 4V,2016,60000,Noida, Uttar Pradesh,India,Commuter,Yes
Hero,Hero Destini 125,2025,85000,Hyderabad, Telangana,India,Commuter,Yes
TVS,TVS Jupiter,2015,20000,Gurgaon, Haryana,India,Scooter,Yes
Hero,Hero Glamour Xtec,2022,65000,East Delhi, Delhi,India,Commuter,Yes
Suzuki,Suzuki Access 125,2021,55000,Udupi, Karnataka,Japan,Commuter,Yes
Jawa,Jawa Jawa BS6,2021,165000,Kallakurichi, Tamil Nadu,Czech Republic,Commuter,Yes
Suzuki,Suzuki Access 125 BS6,2018,60000,Pune, Maharashtra,Japan,Commuter,Yes
TVS,TVS Jupiter,2015,30000,Chennai, Tamil Nadu,India,Scooter,Yes
Suzuki,Suzuki V-Strom SX,2022,200000,Bangalore, Karnataka,Japan,Adventure,Yes
Yamaha,Yamaha MT-15 Ver 2.0,2023,150000,Davangere, Karnataka,Japan,Commuter,Yes
Hero,Hero Splendor Plus 2025,2025,85000,Ahmedabad, Gujarat,India,Commuter,Yes
Bajaj,Bajaj Pulsar 150 DTSi,2013,40000,Indore, Madhya Pradesh,India,Commuter,Yes
Bajaj,Bajaj Pulsar NS 160,2019,68000,Raigad, Maharashtra,India,Commuter,Yes
Hero,Hero Super Splendor,2022,65000,Mumbai, Maharashtra,India,Commuter,Yes
Yamaha,Yamaha FZ25,2020,96000,Bangalore, Karnataka,Japan,Commuter,Yes
Bajaj,Bajaj Pulsar NS 160,2018,52000,Visakhapatnam, Andhra Pradesh,India,Commuter,Yes
Yamaha,Yamaha Cygnus Ray ZR,2016,35000,Nagpur, Maharashtra,Japan,Scooter,Yes
Honda,Honda Activa 5G Limited Edition,2019,40000,Khordha, Orissa,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Interceptor 650 Twin,2020,235000,New Delhi, Delhi,India,Sports,Yes
Honda,Honda Activa,2013,15000,Pune, Maharashtra,Japan,Scooter,Yes
Yamaha,Yamaha Ray ZR 125 Fi Hybrid,2024,85000,East Delhi, Delhi,Japan,Scooter,Yes
Honda,Honda CD 110 Dream,2019,40000,Hisar, Haryana,Japan,Commuter,Yes
Aprilia,Aprilia SR 125,2019,45000,Kolkata, West Bengal,Italy,Commuter,Yes
Honda,Honda SP 125 BSVI,2023,80000,Agra, Uttar Pradesh,Japan,Commuter,Yes
Honda,Honda Unicorn,2011,20000,Chennai, Tamil Nadu,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Meteor 350 Stellar,2022,170000,Chennai, Tamil Nadu,India,Cruiser,Yes
Bajaj,Bajaj Pulsar NS 125,2024,95000,Jamui, Bihar,India,Commuter,Yes
TVS,TVS Victor Premium Edition,2020,38000,Sambhal, Uttar Pradesh,India,Commuter,Yes
Jawa,Jawa forty two,2023,170000,Vijayanagara, Karnataka,Czech Republic,Commuter,Yes
Honda,Honda Activa 125,2017,35000,Bangalore, Karnataka,Japan,Scooter,Yes
KTM,KTM Duke 200,2016,85000,Nashik, Maharashtra,Austria,Sports,Yes
Bajaj,Bajaj Chetak Electric,2024,80000,Hyderabad, Telangana,India,Electric,Yes
Jawa,Jawa 42 Dual Channel ABS Orion Red,2021,135000,South 24 Parganas, West Bengal,Czech Republic,Commuter,Yes
Yamaha,Yamaha FZ FI V3 BS6,2019,74000,Pune, Maharashtra,Japan,Commuter,Yes
Royal Enfield,Royal Enfield Bullet 350,1982,125000,Pathanamthitta, Kerala,India,Cruiser,Yes
Honda,Honda Shine 125,2009,20000,Erode, Tamil Nadu,Japan,Commuter,Yes
Hero,Hero Super Splendor XTEC,2024,95000,Chennai, Tamil Nadu,India,Commuter,Yes
Yamaha,Yamaha FZ-S FI V3,2024,130000,Coimbatore, Tamil Nadu,Japan,Commuter,Yes
Hero,Hero Karizma R,2014,50000,Hyderabad, Telangana,India,Commuter,Yes
Royal Enfield,Royal Enfield Classic 350,2015,80000,Sangareddy, Telangana,India,Cruiser,Yes
TVS,TVS Apache RTR 160 4V,2018,55000,Bhopal, Madhya Pradesh,India,Commuter,Yes
Hero,Hero CBZ Xtreme,2011,30000,Nizamabad, Telangana,India,Commuter,Yes
Bajaj,Bajaj Avenger Street 160,2019,36000,Ahmedabad, Gujarat,India,Cruiser,Yes
Bajaj,Bajaj Pulsar 220F BS6,2025,140000,Bardhaman, West Bengal,India,Commuter,Yes
Bajaj,Bajaj Pulsar NS400,2024,200000,Hyderabad, Telangana,India,Commuter,Yes
Yezdi,Yezdi Roadster Dual Tone,2023,185000,Mumbai, Maharashtra,India,Cruiser,Yes
Okaya EV,Okaya Faast F2F,2023,50000,Varanasi, Uttar Pradesh,India,Electric,Yes
Yamaha,Yamaha MT-15 Ver 2.0,2023,140000,Hisar, Haryana,Japan,Commuter,Yes
KTM,KTM Duke 390,2013,80000,Pune, Maharashtra,Austria,Sports,Yes
Triumph,Triumph Scrambler 400 X,2024,220000,Virudhunagar, Tamil Nadu,UK,Adventure,Yes
Deltic EV,Deltic Legion,2024,55000,Bardhaman, West Bengal,India,Commuter,Yes
Royal Enfield,Royal Enfield Himalayan BS VI,2018,155000,Pune, Maharashtra,India,Adventure,Yes
Hero Cycles,Bicycle Hero,2021,2000,Pune, Maharashtra,India,Commuter,No
Bajaj,Bajaj Pulsar NS 160,2018,72000,Hyderabad, Telangana,India,Commuter,Yes
Honda,Honda Activa,2016,40000,Thane, Maharashtra,Japan,Scooter,Yes
Royal Enfield,Royal Enfield Thunderbird 350,2014,85000,New Delhi, Delhi,India,Commuter,Yes
Hero,Hero Glamour 125 Disc,2018,50000,Ghaziabad, Uttar Pradesh,India,Commuter,Yes
KTM,KTM RC 200,2019,130000,Pune, Maharashtra,Austria,Sports,Yes
Yamaha,Yamaha FZ FI V2,2018,60000,Gurgaon, Haryana,Japan,Commuter,Yes
Hero,Hero Duet 125,2019,20000,Gurgaon, Haryana,India,Commuter,Yes
Royal Enfield,Royal Enfield Meteor 350 Supernova,2024,190000,Una, Himachal Pradesh,India,Cruiser,Yes
Bajaj,Bajaj Pulsar NS125 BS6,2023,70000,Hyderabad, Telangana,India,Electric,Yes
Royal Enfield,Royal Enfield Super Meteor 650,2025,432000,Jammu, Jammu Kashmir,India,Cruiser,Yes
Bajaj,Bajaj Pulsar AS 200,2015,45000,Allahabad, Uttar Pradesh,India,Commuter,Yes
Bajaj,Bajaj Dominar 400,2018,175000,Bangalore, Karnataka,India,Commuter,Yes
Bajaj,Bajaj Pulsar NS125 BS6,2022,75000,Nashik, Maharashtra,India,Electric,Yes
Jawa,Jawa 42 Bobber Red Sheen,2023,189000,Chennai, Tamil Nadu,Czech Republic,Cruiser,Yes
Honda,Honda Hness Anniversary Edition,2022,175000,Mumbai, Maharashtra,Japan,Sports,Yes
Suzuki,Suzuki Avenis 125 Ride Connect Edition,2022,65000,Dehradun, Utarakhand,Japan,Commuter,Yes
Suzuki,Suzuki Gixxer SF,2016,42000,Thane, Maharashtra,Japan,Commuter,Yes
TVS,TVS Apache RTR 160 4V,2018,62000,Kolkata, West Bengal,India,Commuter,Yes
